(39,w,29)
(39,y,30)
(39,z,31)
(39,D,32)
(39,E,54)
(39,G,34)
(39,K,35)
(39,T,36)
(39,V,37)
(39,W,38)
(39,X,39)
(40,!,55)
(40,(,56)
(40,2,57)
(40,3,58)
(40,J,59)
(40,M,60)
(40,Q,61)
(40,Y,62)
(40,Z,63)
(41,!,55)
(41,(,56)
(41,2,57)
(41,3,58)
(41,J,59)
(41,M,60)
(41,Q,61)
(41,Y,62)
(41,Z,64)
(42,;,-37)
(42,=,-37)
(42,,,65)
(43,;,66)
(43,=,67)
(44,(,68)
(44,2,69)
(44,3,70)
(44,M,71)
(44,Q,72)
(44,Y,73)
(45,},74)
(46,+,75)
(47,-,76)
(48,(,68)
(48,2,69)
(48,3,70)
(48,M,71)
(48,Q,77)
(48,Y,73)
(49,;,78)
(50,r,-23)
(50,},-23)
(51,r,-21)
(51,},-21)
(52,r,-22)
(52,},-22)
(53,r,-19)
(53,},-19)
(54,r,-20)
(54,},-20)
(55,!,55)
(55,(,56)
(55,2,57)
(55,3,58)
(55,J,79)
(55,M,60)
(55,Q,61)
(55,Y,62)
(56,(,80)
(56,2,81)
(56,3,82)
(56,M,83)
(56,Q,84)
(56,Y,85)
(57,!,-49)
(57,<,-49)
(57,=,-49)
(57,>,-49)
(57,&,-49)
(57,|,-49)
(57,),-49)
(57,+,-49)
(57,-,-49)
(57,*,-49)
(57,/,-49)
(58,!,-50)
(58,<,-50)
(58,=,-50)
(58,>,-50)
(58,&,-50)
(58,|,-50)
(58,),-50)
(58,+,-50)
(58,-,-50)
(58,*,-50)
(58,/,-50)
(59,),-28)
(59,&,86)
(59,|,87)
(59,L,88)
(60,!,-45)
(60,<,-45)
(60,=,-45)
(60,>,-45)
(60,&,-45)
(60,|,-45)
(60,),-45)
(60,+,-45)
(60,-,-45)
(60,*,89)
(60,/,90)
(60,F,91)
(61,&,-34)
(61,|,-34)
(61,),-34)
(61,!,92)
(61,+,93)
(61,-,94)
(61,<,95)
(61,=,96)
(61,>,97)
(61,H,98)
(61,O,99)
(62,!,-47)
(62,<,-47)
(62,=,-47)
(62,>,-47)
(62,&,-47)
(62,|,-47)
(62,),-47)
(62,+,-47)
(62,-,-47)
(62,*,-47)
(62,/,-47)
(63,),100)
(64,),101)
(65,2,42)
(65,N,102)
(66,2,-35)
(66,a,-35)
(66,g,-35)
(66,h,-35)
(66,i,-35)
(66,s,-35)
(66,w,-35)
(66,y,-35)
(66,z,-35)
(66,r,-35)
(66,},-35)
(67,(,68)
(67,2,69)
(67,3,70)
(67,M,71)
(67,Q,103)
(67,Y,73)
(68,(,80)
(68,2,81)
(68,3,82)
(68,M,83)
(68,Q,104)
(68,Y,85)
(69,;,-49)
(69,+,-49)
(69,-,-49)
(69,*,-49)
(69,/,-49)
(70,;,-50)
(70,+,-50)
(70,-,-50)
(70,*,-50)
(70,/,-50)
(71,;,-45)
(71,+,-45)
(71,-,-45)
(71,*,89)
(71,/,90)
(71,F,105)
(72,+,93)
(72,-,94)
(72,;,106)
(72,O,107)
(73,;,-47)
(73,+,-47)
(73,-,-47)
(73,*,-47)
(73,/,-47)
(74,#,-3)
(75,;,-63)
(76,;,-64)
(77,+,93)
(77,-,94)
(77,;,108)
(77,O,107)
(78,2,-25)
(78,a,-25)
(78,g,-25)
(78,h,-25)
(78,i,-25)
(78,s,-25)
(78,w,-25)
(78,y,-25)
(78,z,-25)
(78,r,-25)
(78,},-25)
(79,&,-32)
(79,|,-32)
(79,),-32)
(80,(,80)
(80,2,81)
(80,3,82)
(80,M,83)
(80,Q,109)
(80,Y,85)
(81,),-49)
(81,+,-49)
(81,-,-49)
(81,*,-49)
(81,/,-49)
(82,),-50)
(82,+,-50)
(82,-,-50)
(82,*,-50)
(82,/,-50)
(83,),-45)
(83,+,-45)
(83,-,-45)
(83,*,89)
(83,/,90)
(83,F,110)
(84,),111)
(84,+,93)
(84,-,94)
(84,O,112)
(85,),-47)
(85,+,-47)
(85,-,-47)
(85,*,-47)
(85,/,-47)
(86,&,113)
(87,|,114)
(88,!,115)
(88,(,116)
(88,2,117)
(88,3,118)
(88,J,119)
(88,M,120)
(88,Q,121)
(88,Y,122)
(89,(,-53)
(89,2,-53)
(89,3,-53)
(90,(,-54)
(90,2,-54)
(90,3,-54)
(91,(,56)
(91,2,57)
(91,3,58)
(91,M,123)
(91,Y,62)
(92,=,124)
(93,(,-51)
(93,2,-51)
(93,3,-51)
(94,(,-52)
(94,2,-52)
(94,3,-52)
(95,(,-56)
(95,2,-56)
(95,3,-56)
(95,=,125)
(96,=,126)
(97,(,-55)
(97,2,-55)
(97,3,-55)
(97,=,127)
(98,(,128)
(98,2,129)
(98,3,130)
(98,M,131)
(98,Q,132)
(98,Y,133)
(99,(,56)
(99,2,57)
(99,3,58)
(99,M,134)
(99,Y,62)
(100,{,135)
(101,{,136)
(102,;,-38)
(102,=,-38)
(103,+,93)
(103,-,94)
(103,;,137)
(103,O,107)
(104,),138)
(104,+,93)
(104,-,94)
(104,O,112)
(105,(,68)
(105,2,69)
(105,3,70)
(105,M,139)
(105,Y,73)
(106,},-39)
(107,(,68)
(107,2,69)
(107,3,70)
(107,M,140)
(107,Y,73)
(108,2,-42)
(108,a,-42)
(108,g,-42)
(108,h,-42)
(108,i,-42)
(108,s,-42)
(108,w,-42)
(108,y,-42)
(108,z,-42)
(108,r,-42)
(108,},-42)
(109,),141)
(109,+,93)
(109,-,94)
(109,O,112)
(110,(,80)
(110,2,81)
(110,3,82)
(110,M,142)
(110,Y,85)
(111,!,-48)
(111,<,-48)
(111,=,-48)
(111,>,-48)
(111,&,-48)
(111,|,-48)
(111,),-48)
(111,+,-48)
(111,-,-48)
(111,*,-48)
(111,/,-48)
(112,(,80)
(112,2,81)
(112,3,82)
(112,M,143)
(112,Y,85)
(113,!,-62)
(113,(,-62)
(113,2,-62)
(113,3,-62)
(114,!,-61)
(114,(,-61)
(114,2,-61)
(114,3,-61)
(115,!,115)
(115,(,116)
(115,2,117)
(115,3,118)
(115,J,144)
(115,M,120)
(115,Q,121)
(115,Y,122)
(116,(,80)
(116,2,81)
(116,3,82)
(116,M,83)
(116,Q,145)
(116,Y,85)
(117,!,-49)
(117,<,-49)
(117,=,-49)
(117,>,-49)
(117,),-49)
(117,+,-49)
(117,-,-49)
(117,*,-49)
(117,/,-49)
(118,!,-50)
(118,<,-50)
(118,=,-50)
(118,>,-50)
(118,),-50)
(118,+,-50)
(118,-,-50)
(118,*,-50)
(118,/,-50)
(119,),-27)
(120,!,-45)
(120,<,-45)
(120,=,-45)
(120,>,-45)
(120,),-45)
(120,+,-45)
(120,-,-45)
(120,*,89)
(120,/,90)
(120,F,146)
(121,),-34)
(121,!,92)
(121,+,93)
(121,-,94)
(121,<,95)
(121,=,96)
(121,>,97)
(121,H,147)
(121,O,148)
(122,!,-47)
(122,<,-47)
(122,=,-47)
(122,>,-47)
(122,),-47)
(122,+,-47)
(122,-,-47)
(122,*,-47)
(122,/,-47)
(123,!,-46)
(123,<,-46)
(123,=,-46)
(123,>,-46)
(123,&,-46)
(123,|,-46)
(123,),-46)
(123,+,-46)
(123,-,-46)
(123,*,-46)
(123,/,-46)
(123,*,89)
(123,/,90)
(123,F,91)
(124,(,-60)
(124,2,-60)
(124,3,-60)
(125,(,-58)
(125,2,-58)
(125,3,-58)
(126,(,-59)
(126,2,-59)
(126,3,-59)
(127,(,-57)
(127,2,-57)
(127,3,-57)
(128,(,80)
(128,2,81)
(128,3,82)
(128,M,83)
(128,Q,149)
(128,Y,85)
(129,&,-49)
(129,|,-49)
(129,),-49)
(129,+,-49)
(129,-,-49)
(129,*,-49)
(129,/,-49)
(130,&,-50)
(130,|,-50)
(130,),-50)
(130,+,-50)
(130,-,-50)
(130,*,-50)
(130,/,-50)
(131,&,-45)
(131,|,-45)
(131,),-45)
(131,+,-45)
(131,-,-45)
(131,*,89)
(131,/,90)
(131,F,150)
(132,&,-33)
(132,|,-33)
(132,),-33)
(132,+,93)
(132,-,94)
(132,O,151)
(133,&,-47)
(133,|,-47)
(133,),-47)
(133,+,-47)
(133,-,-47)
(133,*,-47)
(133,/,-47)
(134,!,-44)
(134,<,-44)
(134,=,-44)
(134,>,-44)
(134,&,-44)
(134,|,-44)
(134,),-44)
(134,+,-44)
(134,-,-44)
(134,*,89)
(134,/,90)
(134,F,91)
(135,},-24)
(135,2,23)
(135,a,24)
(135,g,25)
(135,h,26)
(135,i,152)
(135,s,28)
(135,w,153)
(135,y,30)
(135,z,31)
(135,D,154)
(135,E,155)
(135,G,156)
(135,K,157)
(135,T,158)
(135,V,159)
(135,W,160)
(135,X,161)
(136,},-24)
(136,2,23)
(136,a,24)
(136,g,25)
(136,h,26)
(136,i,152)
(136,s,28)
(136,w,153)
(136,y,30)
(136,z,31)
(136,D,154)
(136,E,162)
(136,G,156)
(136,K,157)
(136,T,158)
(136,V,159)
(136,W,160)
(136,X,161)
(137,2,-36)
(137,a,-36)
(137,g,-36)
(137,h,-36)
(137,i,-36)
(137,s,-36)
(137,w,-36)
(137,y,-36)
(137,z,-36)
(137,r,-36)
(137,},-36)
(138,;,-48)
(138,+,-48)
(138,-,-48)
(138,*,-48)
(138,/,-48)
(139,;,-46)
(139,+,-46)
(139,-,-46)
(139,*,-46)
(139,/,-46)
(139,*,89)
(139,/,90)
(139,F,105)
(140,;,-44)
(140,+,-44)
(140,-,-44)
(140,*,89)
(140,/,90)
(140,F,105)
(141,),-48)
(141,+,-48)
(141,-,-48)
(141,*,-48)
(141,/,-48)
(142,),-46)
(142,+,-46)
(142,-,-46)
(142,*,-46)
(142,/,-46)
(142,*,89)
(142,/,90)
(142,F,110)
(143,),-44)
(143,+,-44)
(143,-,-44)
(143,*,89)
(143,/,90)
(143,F,110)
(144,),-32)
(145,),163)
(145,+,93)
(145,-,94)
(145,O,112)
(146,(,116)
(146,2,117)
(146,3,118)
(146,M,164)
(146,Y,122)
(147,(,80)
(147,2,81)
(147,3,82)
(147,M,83)
(147,Q,165)
(147,Y,85)
(148,(,116)
(148,2,117)
(148,3,118)
(148,M,166)
(148,Y,122)
(149,),167)
(149,+,93)
(149,-,94)
(149,O,112)
(150,(,128)
(150,2,129)
(150,3,130)
(150,M,168)
(150,Y,133)
(151,(,128)
(151,2,129)
(151,3,130)
(151,M,169)
(151,Y,133)
(152,(,170)
(153,(,171)
(154,2,42)
(154,N,172)
(155,},173)
(156,+,46)
(156,-,47)
(156,=,174)
(156,U,175)
(157,},-24)
(157,2,23)
(157,a,24)
(157,g,25)
(157,h,26)
(157,i,152)
(157,s,28)
(157,w,153)
(157,y,30)
(157,z,31)
(157,D,154)
(157,E,176)
(157,G,156)
(157,K,157)
(157,T,158)
(157,V,159)
(157,W,160)
(157,X,161)
(158,},-24)
(158,2,23)
(158,a,24)
(158,g,25)
(158,h,26)
(158,i,152)
(158,s,28)
(158,w,153)
(158,y,30)
(158,z,31)
(158,D,154)
(158,E,177)
(158,G,156)
(158,K,157)
(158,T,158)
(158,V,159)
(158,W,160)
(158,X,161)
(159,},-24)
(159,2,23)
(159,a,24)
(159,g,25)
(159,h,26)
(159,i,152)
(159,s,28)
(159,w,153)
(159,y,30)
(159,z,31)
(159,D,154)
(159,E,178)
(159,G,156)
(159,K,157)
(159,T,158)
(159,V,159)
(159,W,160)
(159,X,161)
(160,},-24)
(160,2,23)
(160,a,24)
(160,g,25)
(160,h,26)
(160,i,152)
(160,s,28)
(160,w,153)
(160,y,30)
(160,z,31)
(160,D,154)
(160,E,179)
(160,G,156)
(160,K,157)
(160,T,158)
(160,V,159)
(160,W,160)
(160,X,161)
(161,},-24)
(161,2,23)
(161,a,24)
(161,g,25)
(161,h,26)
(161,i,152)
(161,s,28)
(161,w,153)
(161,y,30)
(161,z,31)
(161,D,154)
(161,E,180)
(161,G,156)
(161,K,157)
(161,T,158)
(161,V,159)
(161,W,160)
(161,X,161)
(162,},181)
(163,!,-48)
(163,<,-48)
(163,=,-48)
(163,>,-48)
(163,),-48)
(163,+,-48)
(163,-,-48)
(163,*,-48)
(163,/,-48)
(164,!,-46)
(164,<,-46)
(164,=,-46)
(164,>,-46)
(164,),-46)
(164,+,-46)
(164,-,-46)
(164,*,-46)
(164,/,-46)
(164,*,89)
(164,/,90)
(164,F,146)
(165,),-33)
(165,+,93)
(165,-,94)
(165,O,112)
(166,!,-44)
(166,<,-44)
(166,=,-44)
(166,>,-44)
(166,),-44)
(166,+,-44)
(166,-,-44)
(166,*,89)
(166,/,90)
(166,F,146)
(167,&,-48)
(167,|,-48)
(167,),-48)
(167,+,-48)
(167,-,-48)
(167,*,-48)
(167,/,-48)
(168,&,-46)
(168,|,-46)
(168,),-46)
(168,+,-46)
(168,-,-46)
(168,*,-46)
(168,/,-46)
(168,*,89)
(168,/,90)
(168,F,150)
(169,&,-44)
(169,|,-44)
(169,),-44)
(169,+,-44)
(169,-,-44)
(169,*,89)
(169,/,90)
(169,F,150)
(170,!,55)
(170,(,56)
(170,2,57)
(170,3,58)
(170,J,59)
(170,M,60)
(170,Q,61)
(170,Y,62)
(170,Z,182)
(171,!,55)
(171,(,56)
(171,2,57)
(171,3,58)
(171,J,59)
(171,M,60)
(171,Q,61)
(171,Y,62)
(171,Z,183)
(172,;,184)
(172,=,185)
(173,2,-31)
(173,a,-31)
(173,g,-31)
(173,h,-31)
(173,i,-31)
(173,s,-31)
(173,w,-31)
(173,y,-31)
(173,z,-31)
(173,r,-31)
(173,},-31)
(173,*,186)
(173,e,187)
(173,P,188)
(173,S,189)
(174,(,68)
(174,2,69)
(174,3,70)
(174,M,71)
(174,Q,190)
(174,Y,73)
(175,;,191)
(176,},-23)
(177,},-21)
(178,},-22)
(179,},-19)
(180,},-20)
(181,2,-41)
(181,a,-41)
(181,g,-41)
(181,h,-41)
(181,i,-41)
(181,s,-41)
(181,w,-41)
(181,y,-41)
(181,z,-41)
(181,r,-41)
(181,},-41)
(182,),192)
(183,),193)
(184,2,-35)
(184,a,-35)
(184,g,-35)
(184,h,-35)
(184,i,-35)
(184,s,-35)
(184,w,-35)
(184,y,-35)
(184,z,-35)
(184,},-35)
(185,(,68)
(185,2,69)
(185,3,70)
(185,M,71)
(185,Q,194)
(185,Y,73)
(186,p,195)
(187,i,27)
(187,{,196)
(187,V,197)
(188,2,0)
(188,a,0)
(188,g,0)
(188,h,0)
(188,i,0)
(188,s,0)
(188,w,0)
(188,y,0)
(188,z,0)
(188,r,0)
(188,},0)
(189,2,-26)
(189,a,-26)
(189,g,-26)
(189,h,-26)
(189,i,-26)
(189,s,-26)
(189,w,-26)
(189,y,-26)
(189,z,-26)
(189,r,-26)
(189,},-26)
(190,+,93)
(190,-,94)
(190,;,198)
(190,O,107)
(191,2,-25)
(191,a,-25)
(191,g,-25)
(191,h,-25)
(191,i,-25)
(191,s,-25)
(191,w,-25)
(191,y,-25)
(191,z,-25)
(191,},-25)
(192,{,199)
(193,{,200)
(194,+,93)
(194,-,94)
(194,;,201)
(194,O,107)
(195,<,202)
(196,},-24)
(196,2,23)
(196,a,24)
(196,g,25)
(196,h,26)
(196,i,152)
(196,s,28)
(196,w,153)
(196,y,30)
(196,z,31)
(196,D,154)
(196,E,203)
(196,G,156)
(196,K,157)
(196,T,158)
(196,V,159)
(196,W,160)
(196,X,161)
(197,2,-30)
(197,a,-30)
(197,g,-30)
(197,h,-30)
(197,i,-30)
(197,s,-30)
(197,w,-30)
(197,y,-30)
(197,z,-30)
(197,r,-30)
(197,},-30)
(198,2,-42)
(198,a,-42)
(198,g,-42)
(198,h,-42)
(198,i,-42)
(198,s,-42)
(198,w,-42)
(198,y,-42)
(198,z,-42)
(198,},-42)
(199,},-24)
(199,2,23)
(199,a,24)
(199,g,25)
(199,h,26)
(199,i,152)
(199,s,28)
(199,w,153)
(199,y,30)
(199,z,31)
(199,D,154)
(199,E,204)
(199,G,156)
(199,K,157)
(199,T,158)
(199,V,159)
(199,W,160)
(199,X,161)
(200,},-24)
(200,2,23)
(200,a,24)
(200,g,25)
(200,h,26)
(200,i,152)
(200,s,28)
(200,w,153)
(200,y,30)
(200,z,31)
(200,D,154)
(200,E,205)
(200,G,156)
(200,K,157)
(200,T,158)
(200,V,159)
(200,W,160)
(200,X,161)
(201,2,-36)
(201,a,-36)
(201,g,-36)
(201,h,-36)
(201,i,-36)
(201,s,-36)
(201,w,-36)
(201,y,-36)
(201,z,-36)
(201,},-36)
(202,k,5)
(202,I,206)
(203,},207)
(204,},208)
(205,},209)
(206,>,210)
(207,2,-29)
(207,a,-29)
(207,g,-29)
(207,h,-29)
(207,i,-29)
(207,s,-29)
(207,w,-29)
(207,y,-29)
(207,z,-29)
(207,r,-29)
(207,},-29)
(208,2,-31)
(208,a,-31)
(208,g,-31)
(208,h,-31)
(208,i,-31)
(208,s,-31)
(208,w,-31)
(208,y,-31)
(208,z,-31)
(208,},-31)
(208,*,211)
(208,e,212)
(208,P,213)
(208,S,214)
(209,2,-41)
(209,a,-41)
(209,g,-41)
(209,h,-41)
(209,i,-41)
(209,s,-41)
(209,w,-41)
(209,y,-41)
(209,z,-41)
(209,},-41)
(210,a,8)
(210,g,9)
(210,h,10)
(210,s,11)
(210,v,12)
(210,y,13)
(210,z,14)
(210,A,215)
(210,B,216)
(211,p,217)
(212,i,152)
(212,{,218)
(212,V,219)
(213,2,0)
(213,a,0)
(213,g,0)
(213,h,0)
(213,i,0)
(213,s,0)
(213,w,0)
(213,y,0)
(213,z,0)
(213,},0)
(214,2,-26)
(214,a,-26)
(214,g,-26)
(214,h,-26)
(214,i,-26)
(214,s,-26)
(214,w,-26)
(214,y,-26)
(214,z,-26)
(214,},-26)
(215,2,-1)
(215,a,-1)
(215,g,-1)
(215,h,-1)
(215,i,-1)
(215,s,-1)
(215,w,-1)
(215,y,-1)
(215,z,-1)
(215,r,-1)
(215,},-1)
(216,2,17)
(216,m,18)
(216,C,220)
(217,<,221)
(218,},-24)
(218,2,23)
(218,a,24)
(218,g,25)
(218,h,26)
(218,i,152)
(218,s,28)
(218,w,153)
(218,y,30)
(218,z,31)
(218,D,154)
(218,E,222)
(218,G,156)
(218,K,157)
(218,T,158)
(218,V,159)
(218,W,160)
(218,X,161)
(219,2,-30)
(219,a,-30)
(219,g,-30)
(219,h,-30)
(219,i,-30)
(219,s,-30)
(219,w,-30)
(219,y,-30)
(219,z,-30)
(219,},-30)
(220,(,223)
(221,k,5)
(221,I,224)
(222,},225)
(223,),226)
(224,>,227)
(225,2,-29)
(225,a,-29)
(225,g,-29)
(225,h,-29)
(225,i,-29)
(225,s,-29)
(225,w,-29)
(225,y,-29)
(225,z,-29)
(225,},-29)
(226,{,228)
(227,a,8)
(227,g,9)
(227,h,10)
(227,s,11)
(227,v,12)
(227,y,13)
(227,z,14)
(227,A,229)
(227,B,230)
(228,r,-24)
(228,},-24)
(228,2,23)
(228,a,24)
(228,g,25)
(228,h,26)
(228,i,27)
(228,s,28)
(228,w,29)
(228,y,30)
(228,z,31)
(228,D,32)
(228,E,231)
(228,G,34)
(228,K,35)
(228,T,36)
(228,V,37)
(228,W,38)
(228,X,39)
(229,2,-1)
(229,a,-1)
(229,g,-1)
(229,h,-1)
(229,i,-1)
(229,s,-1)
(229,w,-1)
(229,y,-1)
(229,z,-1)
(229,},-1)
(230,2,17)
(230,m,18)
(230,C,232)
(231,},-40)
(231,r,44)
(231,R,233)
(232,(,234)
(233,},235)
(234,),236)
(235,2,-3)
(235,a,-3)
(235,g,-3)
(235,h,-3)
(235,i,-3)
(235,s,-3)
(235,w,-3)
(235,y,-3)
(235,z,-3)
(235,r,-3)
(235,},-3)
(236,{,237)
(237,r,-24)
(237,},-24)
(237,2,23)
(237,a,24)
(237,g,25)
(237,h,26)
(237,i,27)
(237,s,28)
(237,w,29)
(237,y,30)
(237,z,31)
(237,D,32)
(237,E,238)
(237,G,34)
(237,K,35)
(237,T,36)
(237,V,37)
(237,W,38)
(237,X,39)
(238,},-40)
(238,r,44)
(238,R,239)
(239,},240)
(240,2,-3)
(240,a,-3)
(240,g,-3)
(240,h,-3)
(240,i,-3)
(240,s,-3)
(240,w,-3)
(240,y,-3)
(240,z,-3)
(240,},-3)
